id,title,tag,matched_words,score
1307,"USDA ANNOUNCES WORLD MARKET RICE PRICES",neutral,,0
1308,"TOTAL SYSTEM SERVICES INC TSYS 1ST QTR NET",neutral,,0
1309,"HUBCO INC HCO 1ST QTR NET",neutral,,0
1310,"KANSAS CITY GULF EXPORT PRICES  USDA",neutral,,0
1311,"MANHATTAN NATIONAL MLC ELECTS CHAIRMAN",neutral,,0
1312,"CHICAGO CASH GRAIN",neutral,,0
1313,"WILDERNESS EXPERIENCE INC 4TH QTR LOSS",negative,loss,-1
1314,"TOTAL SYSTEMS SERVICES TSYS 1ST QTR NET",neutral,,0
1315,"WILDERNESS EXPERIENCE MAY FILE FOR BANKRUPTCY",neutral,,0
1316,"KANSAS CITY DAILY FEEDWHOLESALE PRICES USDA",neutral,,0
1317,"RECENT INITIAL SHARE OFFERINGS FILED WITH SEC",neutral,,0
1318,"ETRON NAMES DIRECTOR OF CHAFF DIVISION",negative,chaff,-1
1319,"PERCEPTRONICS PERC UNIT GETS NAVY CONTRACT",neutral,,0
1320,"BERMUDA STAR BSL LEASES VESSEL",neutral,,0
1321,"IRAQ SAYS FIERCE FIGHTING TO DISLODGE IRANIANS",negative,fierce,-1
1322,"PREMDOR PLANS TWOFORONE STOCK SPLIT",negative,split,-1
1323,"TELETRAK ADVANCED TECHNOLOGY 4TH QTR LOSS",neutral,"advanced; loss",0
1324,"HOOKER CORP LTD NAMES NEW PRESIDENT FOR UNIT",neutral,,0
1325,"CANNON CAN SELLS STAKE IN HBOCANNON VENTURE",neutral,,0
1326,"GENCORP GY STAYS ON SP CREDITWATCH, NEGATIVE",negative,negative,-1
1327,"HOUSTON OIL TRUST HO HALTS ROYALTIES",positive,trust,1
1328,"UPPER PENINSULA POWER CO UPEN SETS PAYOUT",neutral,,0
1329,"NY COFFEE FUTURES CLOSE HIGHER",neutral,,0
1330,"ITT CORP ITT DECLARES DIVIDEND",neutral,,0
1331,"DAILY MIDWEST LIVESTOCK SUMMARY  USDA",neutral,,0
1332,"PACIFIC LIGHTING CORP PLT QTLY DIVIDEND",neutral,,0
1333,"STALEY CONTINENTAL STA REGULAR DIVIDEND SET",neutral,,0
1334,"ITT CORP ITT REGULAR QTRLY DIVIDEND",neutral,,0
1335,"HOGCORN RATIO UP IN WEEK  USDA",neutral,,0
1336,"COMTERM, GENERAL INSTRUMENT GRL IN CONTRACT",neutral,,0
1337,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",negative,falls,-1
1338,"MINNEAPOLIS DAILY CASH GRAIN CLOSE RAIL USDA",negative,rail,-1
1339,"CRYODYNAMICS CRYD WARRANTS CONVERTED",neutral,,0
1340,"MOODYS DOWNGRADES DAYTON HUDSONS 1.3 BILLION DLRS OF DEBT",negative,debt,-1
1341,"SUN SUN RAISES HEATING OIL BARGE PRICE",neutral,,0
1342,"WALL STREET STOCKS LOWER IN LATE TRADING",neutral,,0
1343,"U.S. SELLING 13.2 BILLION DLRS OF 3 AND 6MO BILLS APRIL 13 TO PAY DOWN 12.35 BILLION DLRS",neutral,,0
1344,"LEVITT LVT FILES FOR DEBENTURE OFFERING",neutral,,0
1345,"SPORTSCENE ACQUIRES CHRISTOPHE VAN HOUTTE CHAIN",neutral,,0
1346,"U.S. CONSUMER CREDIT ROSE 1.77 BILLION DLRS IN FEB VS REVISED 789 MLN JAN GAIN",positive,gain,1
1347,"NYSE TUMBLES 45 POINTS ON PROFIT TAKING AND FUTURES RELATED SELL PROGRAMS, TRADERS SAY",negative,tumbles,-1
1348,"RONSON CORP RONC 4TH QTR DEC 31",neutral,,0
1349,"IRAQ REPORTS FIERCE FIGHTING TO REMOVE IRANIANS",negative,fierce,-1
1350,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",negative,falls,-1
1351,"TREASURY BALANCES AT FED ROSE ON APRIL 6",neutral,,0
1352,"GENERAL PHYSICS GPHY TO PURCHASE SHARES",neutral,,0
1353,"ITT CORP TO BUY BACK UP TO 10 MLN SHARES OF COMMON STOCK",neutral,,0
1354,"KANSAS CITY TRUCK PRICES  USDA",neutral,,0
1355,"U.S. TO SELL 13.2 BILLION DLRS IN BILLS",neutral,,0
1356,"MANUFACTURERS MHC IN BUILDING FORECLOSURE",neutral,,0
1357,"TEXACO FILES IN TEXAS COURT TO ENJOIN 10.3 BILLION DLR BOND, PENNZOIL ATTORNEY",negative,enjoin,-1
1358,"ITT STOCK BUYBACK TO INCLUDE COMMON AND PREFERRED SHARES",neutral,,0
1359,"TERRACE BANK OF FLORIDA TO SELL 500,000 SHARES",neutral,,0
1360,"HISHEAR INDUSTRIES INC HSI SETS PAYOUT",neutral,,0
1361,"COCACOLA BOTTLING COKE TERMINATES TALKS",neutral,,0
1362,"N.Y. FCOJ FUTURES CLOSE HIGHER",neutral,,0
1363,"ITT ITT TO BUY BACK COMMON, PREFERRED ISSUES",negative,issues,-1
1364,"WINNIPEG OILSEED FUTURES END UP, GRAINS MIXED",neutral,,0
1365,"WEEKLY ELECTRIC OUTPUT UP 11.1 PCT FROM 1986",neutral,,0
1366,"U.S. DEBT FUTURES CLOSE DOWN, NEAR DAILY LOWS",negative,debt,-1
1367,"DAYTON HUDSON XXX DOWNGRADED BY MOODYS",neutral,,0
1368,"JAPANESE CRUSHERS BUY CANADIAN RAPESEED",neutral,,0
1369,"CAREPLUS CPLS SEEKS APPROVAL IN ACQUISITION",positive,approval,1
1370,"WALL STREET CLOSE SHARPLY LOWER",negative,sharply,-1
1371,"N.Y. PHYSICAL COFFEE MARKET SEES LIGHT BUSINESS",neutral,,0
1372,"SOUTHERN UNION SUG TO SELL NOTES, DEBENTURES",neutral,,0
1373,"CANADA STOCKS CLOSE LOWER ON PROFIT TAKING",neutral,,0
1374,"U.S. ENERGY FUTURES SETTLE WITH MODEST GAINS",positive,"gains, modest",2
1375,"U.S. FEB CONSUMER CREDIT ROSE 1.77 BILLION DLRS",neutral,,0
1376,"YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER",negative,retaliatory,-1
1377,"GULF EDIBLE OIL PRICES  April 7",neutral,,0
1378,"TEXACO TX FILES TO ENJOIN 10.3 BILLION DLR BOND",negative,enjoin,-1
1379,"MOODYS AFFIRMS UNITED TECHNOLOGIES UTX DEBT",negative,debt,-1
1380,"YEUTTER CALLS TEXTILE BILL PURE PROTECTIONISM",positive,pure,1
1381,"GROUP TO BUY MORE INTERMEDICS ITM SHARES",neutral,,0
1382,"SEAGATE TECHNOLOGY SGAT 3RD QTR MARCH 3 NET",neutral,,0
1383,"GROUP RAISES TEXSTYRENE FOAM STAKE TO 11.7 PCT",neutral,,0
1384,"ENRO HOLDING BUYS ENRO SHIRT AND FOXCROFT",neutral,,0
1385,"NEBRASKA FEEDLOT CATTLE UP 0.501.00 DLR  USDA",neutral,,0
1386,"SPARTECH SPTN REVERSE STOCK SPLIT APPROVED",negative,split,-1
1387,"PEOPLE RIDESHARING SYSTEMS RIDE 1ST QTR NET",neutral,,0
1388,"SUPERMARKETS GENERAL SGL AFFIRMED BY SP",neutral,,0
1389,"ITT CORP TO REDEEM THREE SERIES OF PREFERRED STOCK",positive,redeem,1
1390,"GAO FARM CREDIT PLAN SUPPORTED BY KEY LAWMAKER",positive,supported,1
1391,"BRAZILS DEBT CRISIS BECOMING POLITICAL CRISIS",negative,"crisis, debt",-2
1392,"WALL STREET STOCKS CLOSING AVERAGES",neutral,,0
1393,"AMEX STOCK PRICES CLOSE LOWER",neutral,,0
1394,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",negative,debt,-1
1395,"DESJARDINS GROUP LOWERS VISA INTEREST RATE",neutral,,0
1396,"SEEQ TECHNOLOGY INC SEEQ 2ND QTR MARCH 31",neutral,,0
1397,"TXW OKLA FEEDLOT CATTLE STDYUP 0.50 DLRUSDA",neutral,,0
1398,"N.Y. OILSEEDS REPORT",neutral,,0
1399,"BAHIA COCOA FUTURES CLSG",neutral,,0
1400,"LITTLE INDUSTRY IMPROVEMENT  DATA GENERAL DGN",positive,improvement,1
1401,"MINNEAPOLIS HFCS TRADE PUT AT 109 CONTRACTS",neutral,,0
1402,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK",neutral,"modest; losses",0
1403,"SENATE EXTENDS DAIRY COMMISSION REPORT",neutral,,0
1404,"CENTRAL U.S. CARLOT PORK TRADE  USDA  APRIL 7",neutral,,0
1405,"U.S.SDR RATE MOVES TO 1.28435",neutral,,0
1406,"REPUBLICBANK RPT DEBT DOWNGRADED BY SP",negative,debt,-1
1407,"NACCO INDUSTRIES NC TO REPORT 2ND QTR GAIN",positive,gain,1
1408,"NYFE TO MOVE TO N.Y. COTTON EXCHANGE",neutral,,0
1409,"INTERFACE FLOORING SYSTEMS IFSIA IN OFFERING",neutral,,0
1410,"CASH WHOLESALE PORK PRICES",neutral,,0
1411,"SENATE EXTENDS DAIRY COMMISSION REPORT",neutral,,0
1412,"BRAZILIAN SOYBEAN AND PRODUCT MARKET",neutral,,0
1413,"BUFFTON BUFF TO POST INVESTIGATION CHARGE",neutral,,0
1414,"CASH WHOLESALE BEEF PRICES",neutral,,0
1415,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",negative,problems,-1
1416,"ASCS TERMINAL MARKET VALUES FOR PIK GRAIN",neutral,,0
1417,"SUMMERWINTER TIME CHANGES.",neutral,,0
1418,"N.Y. RUBBER REPORT",neutral,,0
1419,"AMERICAN DYNAMICS AMDC TO SELL 51 PCT STAKE",neutral,,0
1420,"ITT ITT TO REDEEM THREE PREFERRED ISSUES",neutral,"redeem; issues",0
1421,"COMMODITY RESEARCH BUREAU PRICES INDEX              New York,",neutral,,0
1422,"CONRAIL FILES PETITION AGAINST ERIE ERIE",neutral,,0
1423,"BOXED BEEF CUTOUT VALUEMOVEMENTUSDA",neutral,,0
1424,"REUTER COMMODITY HIGHLIGHTS 2100 GMT APRIL 7",neutral,,0
1425,"GRAIN SHIPS LOADING AT PORTLAND",neutral,,0
1426,"ITALYS ENI TO INVEST IN VENEZUELAN PROJECTS",neutral,,0
1427,"BRAZILIAN DOMESTIC SOYBEAN AND PRODUCT",neutral,,0
1428,"DREXEL TELLS U.S. STOCK BUYERS TO LOOK ABROAD",neutral,,0
1429,"EASTERN KANSAS FEEDLOT CATTLE STEADY  USDA",positive,steady,1
1430,"WESTERN KANSAS FEEDLOT CATTLE STDYUP 0.50  USDA",neutral,,0
1431,"TEXACO CONFIRMS IT FILED PETITION FOR RELIEF FROM BOND PROVISIONS IN TEXAS APPEALS COURT",positive,relief,1
1432,"REPUBLICBANK RPT TO RECLASSIFY BRAZIL LOANS",neutral,,0
1433,"SUPPLIES, MIDEAST TENSION FUEL GAINS IN OIL",neutral,"gains; tension",0
1434,"U.S. STOCK INDEX FUTURES PLUMMET IN LATE TRADE",neutral,,0
1435,"CANADIAN BONDS CLOSE LOWER",neutral,,0
1436,"FOB U.S. GULF CORN VALUES SLIGHTLY FIRMER",positive,firmer,1
1437,"API SAYS DISTILLATE STOCKS UP 628,000 BBLS, GASOLINE UP 2.29 MLN, CRUDE UP 8.52 MLN",negative,crude,-1
1438,"SOUTHERN TEXAS GRAIN DIFFERENTIALS ADJUSTED",neutral,,0
1439,"TEXACO TX CONFIRMS TEXAS COURT FILING",neutral,,0
1440,"U.S. CREDIT MARKETS CLOSE SHARPLY LOWER",negative,sharply,-1
1441,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK",neutral,"modest; losses",0
1442,"YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER",negative,retaliatory,-1
1443,"YEUTTER CALLS TEXTILE BILL PURE PROTECTIONISM",positive,pure,1
1444,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",negative,problems,-1
1445,"AMOSKEAG BANK AMKG TO SEEK REHEARING",neutral,,0
1446,"EXPORT BUSINESS  GRAINSOILSEEDS COMPLEX",negative,complex,-1
1447,"EGYPT SAID TO CANCEL PL480 SOFT WHEAT TENDER",positive,"tender, soft",2
1448,"DOE RECOMMENDS SPECIAL UNIT TO ENRICH URANIUM",positive,enrich,1
1449,"RED LION INNS L.P. BEGINS OFFERING",neutral,,0
1450,"JORDAN BOOSTS BIDS IN EXPORT BONUS WHEAT TENDER",positive,"tender, bonus",2
1451,"MOROCCO TENDERS THURSDAY FOR PL 480 WHEAT",neutral,,0
1452,"U.S. CREDIT MARKETS CLOSE SHARPLY LOWER",negative,sharply,-1
1453,"COMMODITIES TODAY IN WASHINGTON FOR APRIL 8",neutral,,0
1454,"BAKER, VOLCKER MEET WEST GERMAN OFFICIALS",neutral,,0
1455,"LAC LAC BOOSTING EXPLORATION SPENDING",neutral,,0
1456,"TRILON DECLARES STOCK DIVIDEND",neutral,,0
1457,"LAC MINERALS BOOSTING EXPLORATION SPENDING",neutral,,0
1458,"LOGICON INC LGN GETS CONTRACT ADDONS",neutral,,0
1459,"API SAYS DISTILLATE, GASOLINE STOCKS UP IN WEEK",neutral,,0
1460,"REUTER CANADA BUSINESS HIGHLIGHTS",neutral,,0
1461,"REUTER MONEY NEWS HIGHLIGHTS 2145 GMT APRIL 7",neutral,,0
1462,"FIRST TORONTO COMPLETES ISSUE",negative,issue,-1
1463,"ALLEGHENY AG PREFERED SHAREHOLDERS FILE SUIT",positive,prefered,1
1464,"CAPITAL CITIESABCS CCB ABC TV IN DEAL",neutral,,0
1465,"TAP AIR PORTUGAL SIGNS CONTRACT FOR AIRBUS",neutral,,0
1466,"CANADIANS URGE EXEMPTION FROM U.S. TRADE BILL",neutral,,0
1467,"INTERFACE IFSIA BEGINS OFFERING",neutral,,0
1468,"CHEVRON CHV LAUNCHES PLATFORM OFF CALIFORNIA",neutral,,0
1469,"MARITRANS L.P. BEGINS OFFERING",neutral,,0
1470,"AMERICAN AGRONOMICS CORP AGR 2ND QTR FEB 28",neutral,,0
1471,"NASA PICKS BOEING BA FOR SYSTEM CONTRACT",neutral,,0
1472,"JAPAN SEEKS TO STRENGTHEN PARIS ACCORD ON CURRENCIES, JAPANESE OFFICIALS SAY",neutral,,0
1473,"CURRENCY TARGET ZONES WILL NOT BE DISCUSSED AT G7 MEETING, JAPANESE OFFICIALS SAY",neutral,,0
1474,"REUTER BUSINESS NEWS HIGHLIGHTS, APRIL 7",neutral,,0
1475,"TEXAS MAY CONSIDER INCOME TAX TO SOLVE BUDGET WOES",neutral,,0
1476,"GYNEX GYNXU, SEARLE END MARKETING PACT",neutral,,0
1477,"HELIGMEYERS CO HMY INCREASES DIVIDEND",neutral,,0
1478,"HELIGMEYERS CO HMY YEAR FEB 28",neutral,,0
1479,"NANOMETRICS INC NANO REDUCES WORKFORCE",neutral,,0
1480,"SENATE REPORT  REAGAN PLANS EARLY SDI DEPLOYMENT",neutral,,0
1481,"KELLY OIL AND GAS PARTNERS KLY YEAR DEC 31",neutral,,0
1482,"TRANSCANADA RESOURCES WINS FILING EXTENSION",positive,wins,1
1483,"JAPAN SEEKS TO STRENGTHEN PARIS CURRENCY ACCORD",neutral,,0
1484,"MOODYS SAYS LOWER RATINGS SHOW 1987 DOWNTREND",neutral,,0
1485,"COMSAT CQ CHANGES NAME OF HINET UNIT",neutral,,0
1486,"AMERITRUST AMTR INTRODUCES IRA FUND",neutral,,0
1487,"TCW CONVERTIBLE SECURITIES CVT SETS DIVIDEND",neutral,,0
1488,"AUSTRALIAN DOLLAR OPENS EASIER",positive,easier,1
1489,"HOUSE COMMITTEE SLASHES STAR WARS FUNDING",neutral,,0
1490,"RUDING SAYS BANKS, DEBTORS SHOULD TAKE LEAD",positive,lead,1
1491,"CURRENCY FUTURES TO KEY OFF G5, G7 MEETINGS",neutral,,0
1492,"TEXACO GETS TEMPORARY RESTRAINING ORDER FROM TEXAS COURT AGAINST PENNZOIL",neutral,,0
1493,"TEXACO TX GETS TEMPORARY RESTRAINING ORDER",neutral,,0
1494,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",negative,fall,-1
1495,"N.Z. UNEMPLOYMENT RATE 3.9 PCT IN DECEMBER QUARTER",neutral,,0
1496,"DOLLAR OPENS EASIER IN TOKYO",positive,easier,1
1497,"N.ZEALAND RESERVE BANK GIVES BOND TENDER DETAILS",positive,tender,1
1498,"Bank of Japan buys dollars shortly after opening at around 145.30 yen  dealers",neutral,,0
1499,"BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING",neutral,,0
1500,"U.S. DOLLAR OPENS LOWER IN HONG KONG",neutral,,0
1501,"JAPAN RUBBER STOCKS FALL IN MARCH",negative,fall,-1
1502,"SOUTH KOREAN WON FIXED AT 25MONTH HIGH",positive,won,1
1503,"TOKYO GOLD FUTURES OPEN SLIGHTLY FIRMER",positive,"gold, firmer",2
1504,"HONG KONG TERM MONEY 1000  APR 8",neutral,,0
1505,"GOLD OPENS FIRMER IN HONG KONG",positive,"gold, firmer",2
1506,"SYDNEY FINANCIAL FUTURES OPEN MIXED",neutral,,0
1507,"U.S. INTEREST RATE FUTURES OPEN SLIGHTLY LOWER",neutral,,0
1508,"SIMEX CURRENCY FUTURES EASE IN EARLY TRADING",positive,ease,1
1509,"NIPPON MINING LOWERS COPPER PRICE",neutral,,0
1510,"REUTER WORLD NEWS HIGHLIGHTS 0300 GMT  APRIL 8",neutral,,0
1511,"ASIAN DOLLAR DEPOSITS OPEN QUIETLY MIXED",neutral,,0
1512,"YEN BOND FUTURES HIT RECORD HIGH IN EARLY TRADE",neutral,,0
1513,"H.K. OFFICIAL, STOCK EXCHANGE BAR JARDINE ISSUE",negative,issue,-1
1514,"AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES",neutral,,0
1515,"JAPANS LDP URGES MORE IMPORTS OF 12 FARM ITEMS",neutral,,0
1516,"JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS",neutral,,0
1517,"SHARP CORP SHRP.T TO SET UP PLANT IN THAILAND",positive,sharp,1
1518,"YUGOSLAV WORKERS MAY BE ANGERED BY LOST SUBSIDIES",negative,lost,-1
1519,"FRENCH GOVERNMENT WINS CONFIDENCE VOTE",positive,"wins, confidence",2
1520,"ASIAN EXPORTERS FEAR DAMAGE FROM U.S.JAPAN RIFT",negative,"rift, damage, fear",-3
1521,"UAL UAL.N PILOTS PROPOSE WAGE CUT TO FUND BUYOUT",neutral,,0
1522,"CHINA DAILY SAYS VERMIN EAT 712 PCT GRAIN STOCKS",neutral,,0
1523,"JAPAN TO REVISE LONGTERM ENERGY DEMAND DOWNWARDS",neutral,,0
1524,"NISSAN MAY SUPPLY PARTS TO MEXICAN FORD, CHRYSLER",neutral,,0
1525,"NEW ZEALAND RAISES FOREIGN INVESTMENT THRESHOLD",neutral,,0
1526,"THAI TRADE DEFICIT WIDENS IN FIRST QUARTER",neutral,,0
1527,"INDONESIA SEES CPO PRICE RISING SHARPLY",negative,sharply,-1
1528,"JAPANESE CONSORTIUM WINS NEW YORK SUBWAY CAR ORDER",positive,wins,1
1529,"Japan fouryear note auction average yield record low 3.714 pct, stop 3.743 official",neutral,,0
1530,"Tokyo stock market index rises 128.34 to record close of 22,912.99",neutral,,0
1531,"U.S. HOUSE COMMITTEE PROPOSES DEFENCE CUTS",neutral,,0
1532,"NEC SUES SEIKO EPSON OVER COPYRIGHT INFRINGEMENT",negative,"sues, infringement",-2
1533,"AUSTRALIAN FOREIGN SHIP BAN ENDS BUT NSW PORTS HIT",neutral,,0
1534,"INDONESIAN COMMODITY EXCHANGE MAY EXPAND",neutral,,0
1535,"SRI LANKA GETS USDA APPROVAL FOR WHEAT PRICE",positive,approval,1
1536,"WESTERN MINING TO OPEN NEW GOLD MINE IN AUSTRALIA",positive,gold,1
1537,"SUMITOMO BANK AIMS AT QUICK RECOVERY FROM MERGER",positive,recovery,1
1538,"SUBROTO SAYS INDONESIA SUPPORTS TIN PACT EXTENSION",positive,supports,1
1539,"SOUTH AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE",positive,work,1
1540,"FINAL TERMS SET ON ATARI CORP CONVERTIBLE EUROBOND",neutral,,0
1541,"BANGLADESH LIKELY TO SET HIGHER DEVELOPMENT PLAN",neutral,,0
1542,"Bundesbank allocates 6.1 billion marks in 28day repurchase pact at 3.80 pct",neutral,,0
1543,"BUNDESBANK ALLOCATES 6.1 BILLION MARKS IN TENDER",positive,tender,1
1544,"U.N. OFFERS GRANT FOR STUDY ON BANGLADESH BRIDGE",neutral,,0
1545,"EIB 300 MLN GUILDER BULLET BOND PRICED AT PAR",neutral,,0
1546,"BOND CORP STILL CONSIDERING ATLAS MINING BAILOUT",neutral,,0
1547,"ECONOMIC SPOTLIGHT  EXCESS MONEY HURTS THAI BANKS",negative,hurts,-1
1548,"CHINA INDUSTRIAL OUTPUT RISES IN FIRST QUARTER",neutral,,0
1549,"SAITAMA BANK ISSUES 100 MLN DLR CONVERTIBLE BOND",negative,issues,-1
1550,"WESTPAC BANKING ISSUES 50 MLN AUSTRALIAN DLR BOND",negative,issues,-1
1551,"JAPANESE AUTOMAKERS TURN TO FOURWHEEL STEERING",neutral,,0
1552,"JAPAN MINISTRY SAYS OPEN FARM TRADE WOULD HIT U.S.",neutral,,0
1553,"AMATIL PROPOSES TWOFORFIVE BONUS SHARE ISSUE",neutral,"bonus; issue",0
1554,"BOWATER 1986 PRETAX PROFITS RISE 15.6 MLN STG",neutral,,0
1555,"U.K. MONEY MARKET DEFICIT FORECAST AT 250 MLN STG",neutral,,0
1556,"SOUTH KOREA MOVES TO SLOW GROWTH OF TRADE SURPLUS",negative,slow,-1
1557,"FINNS AND CANADIANS TO STUDY MTBE PRODUCTION PLANT",neutral,,0
1558,"GERMAN ENGINEERING WAGEROUND TALKS BREAK DOWN",negative,break,-1
1559,"CRA SOLD FORREST GOLD FOR 76 MLN DLRS  WHIM CREEK",positive,gold,1
1560,"MALAYSIA SETS 100 MLN SWISS FRANC NOTES ISSUE",negative,issue,-1
1561,"GERMAN INDUSTRIAL EMPLOYMENT SEEN STAGNATING",neutral,,0
1562,"FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND",negative,issues,-1
1563,"SEOUL STOCK MARKET CONSOLIDATES ON STATE MEASURES",neutral,,0
1564,"MALAYSIA SHELVES HUGE HYDROELECTRIC PROJECT",neutral,,0
1565,"QUEBEC ISSUES 30 BILLION YEN EUROBOND",negative,issues,-1
1566,"BOWATER INDUSTRIES PROFIT EXCEED EXPECTATIONS",positive,exceed,1
1567,"CITIBANK NORWAY UNIT LOSES SIX MLN CROWNS IN 1986",negative,loses,-1
1568,"JAPANESE ECONOMIC PACKAGE SEEN AS MAJOR CHANGE",neutral,,0
1569,"VIEILLE MONTAGNE SAYS 1986 CONDITIONS UNFAVOURABLE",neutral,,0
1570,"VIEILLE MONTAGNE REPORTS LOSS, DIVIDEND NIL",negative,loss,-1
1571,"EC MAINLY FOR TIN EXTENSION, NO U.K. STAND TAKEN",neutral,,0
1572,"IAE CALLS OFF SUPERFAN ENGINE PROJECT",neutral,,0
1573,"JAPAN, BRITAIN TO EXCHANGE SECURITIES MARKET INFO",neutral,,0
1574,"SOUTH KOREA STUDIES RESTRUCTURING FINANCIAL SECTOR",positive,restructuring,1
1575,"JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS",neutral,,0
1576,"THAI ZINC EXPORTS FALL IN MARCH",negative,fall,-1
1577,"DUTCH PROPOSE STRICT INSIDER TRADING LAW",negative,strict,-1
1578,"DANSK NATURGAS ISSUES 10 BILLION YEN EUROBOND",negative,issues,-1
1579,"EC SUGAR TENDER HARD TO PREDICT  LONDON TRADE",neutral,"tender; hard",0
1580,"NORTH YEMEN CALLS SUGAR BUYING TENDER  TRADE",positive,tender,1
1581,"JAPAN TO HOLD FORMAL FINANCIAL TALKS WITH FRANCE",neutral,,0
1582,"ANHEUSERBUSCH JOINS BID FOR SAN MIGUEL",neutral,,0
1583,"CHINA CONSTRUCTION BANK MANDATES 150 MLN DLR LOAN",neutral,,0
1584,"ECONOMIC SPOTLIGHT  AUSTRALIAN MARKETS BOOMING",positive,booming,1
1585,"ECONOMIC SPOTLIGHT  KUWAITI ECONOMY",neutral,,0
1586,"MALAYSIA MAY NOT MEET 1987 OIL PALM TARGET",neutral,,0
1587,"ELDERS PLANS TO FLOAT OFF COURAGE PUBS",positive,courage,1
1588,"FREEPORT TO START SULPHUR MINE IN PHILIPPINES",neutral,,0
1589,"BANK OF JAPAN HAS NO COMMENT ON YEN BOND REPORT",neutral,,0
1590,"MAFINA ISSUES 200 MLN SFR BOND WITH WARRANTS",negative,issues,-1
1591,"HOKURIKU ELECTRIC ISSUES 35 MLN DLR WARRANT BOND",negative,issues,-1
1592,"SAITAMA BANK ISSUES 100 MLN SFR CONVERTIBLE",negative,issues,-1
1593,"JARDINE MATHESON SAID IT SETS TWOFORFIVE BONUS ISSUE REPLACING B SHARES",neutral,"bonus; issue",0
1594,"MONIER SAYS BRITAINS REDLAND MAY BID FOR IT",neutral,,0
1595,"FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND",negative,issues,-1
1596,"QUEBEC ISSUES 30 BILLION YEN EUROBOND",negative,issues,-1
1597,"ISUZU PLANS NO INTERIM DIVIDEND",neutral,,0
1598,"JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS",neutral,,0
1599,"FRENCH GOVERNMENT WINS CONFIDENCE VOTE",positive,"wins, confidence",2
1600,"NORWAY TO TIGHTEN RULES FOR REGISTERING LOANS",neutral,,0
1601,"BELL GROUP CONFIRMS STANDARD CHARTERED STAKE",neutral,,0
1602,"S. AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE",positive,work,1
1603,"NIPPON STEEL DENIES CHINA SEEKING JAPANESE PLANTS",negative,denies,-1
1604,"FRENCH FEBRUARY CAR OUTPUT UP 27.2 PCT",neutral,,0
1605,"JARDINE MATHESON REPLACES B SHARE BY BONUS ISSUE",neutral,"bonus; issue",0
1606,"JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS",neutral,,0
1607,"BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING",neutral,,0
1608,"MOSCOW INDIGNANT AT REAGAN STATEMENT",negative,indignant,-1
1609,"BATTLES FLARE NEAR SOUTHERN BEIRUT CAMPS",negative,flare,-1
1610,"SOUTH AFRICAN OUTLOOK SEEN BRIGHTER, LIBERTY LIFE",positive,"brighter, liberty",2
1611,"MALAYSIAN FUND TO BE LAUNCHED IN U.S. IN MAY",neutral,,0
1612,"INDONESIAN INFLATION RATE 8.8 PCT IN 198687",neutral,,0
1613,"U.K. MONEY MARKET GIVEN 53 MLN STG ASSISTANCE",neutral,,0
1614,"COUPON CUT ON KEIHANSHIN REAL ESTATE WARRANT BOND",neutral,,0
1615,"SAN MIGUEL DEAL HIT BY MORE LAWSUITS",neutral,,0
1616,"RAIN BOOSTS CENTRAL QUEENSLAND SUGAR CANE CROP",neutral,,0
1617,"FRENCH TRADERS FORECAST EC SUGAR TENDER",positive,tender,1
1618,"PHILADELPHIA SEES CURRENCY OPTIONS TRADE IN ASIA",neutral,,0
1619,"THYSSEN UNIT TO COOPERATE WITH CANADIAN FIRM",neutral,,0
1620,"ITALYS LA FONDIARIA TO REPORT HIGHER 1986 PROFITS",neutral,,0
1621,"NATIONAL BANK MORTGAGE ISSUES CANADIAN DLR BOND",negative,issues,-1
1622,"NICKEL PRICES UNLIKELY TO RISE MUCH  SHEARSON",negative,unlikely,-1
1623,"HONG KONG PROVIDES NEW GUARANTEE FOR MTRC DEBTS",neutral,"guarantee; debts",0
1624,"HIGHER 1986 PROFIT FOR DUTCH CHEMICAL FIRM DSM",neutral,,0
1625,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",negative,fall,-1
